period,location,plantStateDescription,plant,plantName,rank,coalRankDescription,ash-content,heat-content,price,quantity,sulfur-content,ash-content-units,heat-content-units,price-units,quantity-units,sulfur-content-units
2019,IL,Illinois,55856,Prairie State Generating Station,BIT,Bituminous,26.21,8502,36.752,6413386,3.64,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,55479,Wygen 1,SUB,Subbituminous,5.51,8101,47.578,525041,0.44,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVS,West Virginia (Southern),54304,Birchwood Power,BIT,Bituminous,10.8,12446,58.404,46803,0.86,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),8042,Belews Creek,TOT,All,10.41,12441,69.23,2934731,1.55,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,OH,Ohio,6041,H L Spurlock,BIT,Bituminous,11.37,11577,43.86,3087108,3.3,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,OVR,Overseas,667,Northside Generating Station,BIT,Bituminous,6.93,10885,65.33,337034,0.55,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),663,Deerhaven Generating Station,BIT,Bituminous,9.42,12598,81.3,265012,1.09,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),130,Cross,TOT,All,8.67,12261,74.37,4205616,2.41,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,130,Cross,TOT,All,8.67,12261,74.37,4205616,2.41,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,887,Joppa Steam,TOT,All,4.63,8639,74.37,2902051,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,884,Will County,TOT,All,4.54,8658,74.37,484391,0.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),130,Cross,BIT,Bituminous,8.67,12261,74.37,4205616,2.41,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,997,Michigan City,SUB,Subbituminous,4.68,8962,35.42,603688,0.27,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,994,AES Petersburg,TOT,All,8.28,11250,42.41,4097190,2.76,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),628,Crystal River,TOT,All,7.24,12274,67.49,23131,1.96,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,60,Whelan Energy Center,SUB,Subbituminous,6.09,8142,18.42,1156853,0.35,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYW,Kentucky (West),56,Charles R Lowman,TOT,All,6.41,11465,63.32,389892,1.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,56,Charles R Lowman,BIT,Bituminous,6.41,11465,63.32,389892,1.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYW,Kentucky (West),983,Clifty Creek,TOT,All,8.51,11550,51.28,2966878,2.94,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,976,Marion,TOT,All,11.4,11291,38.79,843806,2.77,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,AL,Alabama,8,Gorgas,BIT,Bituminous,5.42,10718,86.71,178106,1.49,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,470,Comanche (CO),TOT,All,4.73,8808,24.53,4913015,0.26,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,879,Powerton,SUB,Subbituminous,4.55,8627,37.894999999999996,1389570,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,1004,Edwardsport,BIT,Bituminous,9.57,11128,51.26,1655004,2.99,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,6146,Martin Lake,TOT,All,9.25,7524,49.33,9933554,0.55,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYW,Kentucky (West),1364,Mill Creek (KY),TOT,All,9.41,11714,47.4,3745154,2.73,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,2076,Asbury,TOT,All,5.08,9176,46.41,296244,0.38,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,6017,Newton,SUB,Subbituminous,4.58,8801,63.73,1960081,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),3297,Wateree,BIT,Bituminous,9.44,12556,81.05,963109,1.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,ND,North Dakota,2817,Leland Olds,LIG,Lignite,9.45,6656,19.85,2885995,0.98,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,MD,Maryland,3954,Mt Storm,TOT,All,14.49,12267,71.13,1938401,1.65,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,2836,Avon Lake,SUB,Subbituminous,5.24,8934,61.209999999999994,59647,0.3,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,NM,New Mexico,2442,Four Corners,TOT,All,21.11,8959,51.29,4691918,0.82,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,NM,New Mexico,2442,Four Corners,SUB,Subbituminous,21.11,8959,51.29,4691918,0.82,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,OVR,Overseas,2367,Schiller,BIT,Bituminous,5.2,10550,74.76,48502,0.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,1702,Dan E Karn,SUB,Subbituminous,4.78,9037,39.48,1090180,0.25,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),1572,Dickerson,BIT,Bituminous,8.7,12938,31.064999999999998,9103,3.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,2291,North Omaha,SUB,Subbituminous,4.73,8553,22.65,1222581,0.24,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,6248,Pawnee,SUB,Subbituminous,4.93,8354,20.62,1738878,0.32,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYW,Kentucky (West),1364,Mill Creek (KY),BIT,Bituminous,9.41,11714,47.4,3745154,2.73,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,1745,Trenton Channel,TOT,All,5.05,8941,37.14,814964,0.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,OH,Ohio,6004,FirstEnergy Pleasants Power Station,TOT,All,8.59,12620,41.335,2212587,3.02,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVN,West Virginia (Northern),1356,Ghent,TOT,All,8.67,11761,45.53,4789391,3.01,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,6071,Trimble County,TOT,All,7.98,11162,44.12,3492109,2.47,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVS,West Virginia (Southern),6166,Rockport,TOT,All,11.28,12099,71.61,384780,0.84,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAA,Pennsylvania (Anthracite),3948,Mitchell (WV),TOT,All,10.54,12448,52.41,2741188,2.56,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVS,West Virginia (Southern),3948,Mitchell (WV),TOT,All,10.54,12448,52.41,2741188,2.56,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),3122,Homer City Generating Station,TOT,All,8.12,13043,41.989999999999995,2989852,2.81,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,2168,Thomas Hill,TOT,All,4.45,8791,31.57,4425393,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,2167,New Madrid,SUB,Subbituminous,4.45,8803,33.8,3963732,0.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,ND,North Dakota,6030,Coal Creek,TOT,All,10.28,6201,22.17,7307655,0.54,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVN,West Virginia (Northern),6019,W H Zimmer,BIT,Bituminous,8.79,12552,25.26,1532621,3.43,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,6193,Harrington,SUB,Subbituminous,4.88,8896,28.35,2360262,0.24,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVS,West Virginia (Southern),2721,James E. Rogers Energy Complex,BIT,Bituminous,8.44,12205,67.34,2115929,2.03,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),2721,James E. Rogers Energy Complex,BIT,Bituminous,8.44,12205,67.34,2115929,2.03,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,1356,Ghent,BIT,Bituminous,8.67,11761,45.53,4789391,3.01,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,AZ,Arizona,4941,Navajo,BIT,Bituminous,10.27,10699,68.92,4025184,0.51,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,4162,Naughton,TOT,All,5.22,9913,47.37,1639640,0.68,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),3122,Homer City Generating Station,BIT,Bituminous,8.12,13043,58.845,2989852,2.81,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),2727,Marshall (NC),TOT,All,10.13,12486,70.32,2967471,1.64,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,6068,Jeffrey Energy Center,SUB,Subbituminous,4.83,8334,29.72,4731861,0.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,2718,G G Allen,TOT,All,12.38,11909,71.64,409780,0.98,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVN,West Virginia (Northern),6250,Mayo,BIT,Bituminous,9.24,12742,71.68,797876,2.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,4078,Weston,SUB,Subbituminous,4.92,8930,37.92,2569301,0.24,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,2876,Kyger Creek,SUB,Subbituminous,4.5,8681,25.16,7940,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,VA,Virginia,2718,G G Allen,BIT,Bituminous,12.38,11909,71.64,409780,0.98,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVN,West Virginia (Northern),6018,East Bend,TOT,All,8.5,11771,45.49,1422300,3.02,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,2098,Lake Road (MO),SUB,Subbituminous,5.31,8868,35.92,106773,0.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,6052,Wansley,TOT,All,7.67,11693,72.11,1100248,2.13,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,6052,Wansley,BIT,Bituminous,7.67,11693,72.11,1100248,2.13,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),2832,Miami Fort,BIT,Bituminous,9.22,12268,48.31,3120350,3.77,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,6096,Nebraska City,TOT,All,4.83,8515,24.51,4005247,0.26,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,MT,Montana,6090,Sherburne County,SUB,Subbituminous,6.78,8759,35.19,7351252,0.38,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,6085,R M Schahfer,TOT,All,6.87,9961,38.44,3554283,1.56,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),2712,Roxboro,BIT,Bituminous,9.64,12624,70.05,3043768,1.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),2706,Asheville,TOT,All,10.78,12460,78.08,265844,1.46,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,1733,Monroe (MI),SUB,Subbituminous,4.94,8906,36.78,6230829,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,UT,Utah,6165,Hunter,TOT,All,11.53,11226,40.33,3357279,0.52,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,6085,R M Schahfer,TOT,All,6.87,9961,38.44,3554283,1.56,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),3935,John E Amos,BIT,Bituminous,10.52,12467,53.15,5067762,2.27,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,ND,North Dakota,8222,Coyote,LIG,Lignite,8.64,6995,28.15,1706344,0.74,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),10641,Cambria Cogen,TOT,All,43.4,3500,34.05,102323,3.07,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,VA,Virginia,56808,Virginia City Hybrid Energy Center,TOT,All,36.28,8060,39.95,743858,1.03,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,MT,Montana,8841,BRSC Shared Storage,TOT,All,4.32,9428,38.84,5709869,0.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),6264,Mountaineer,TOT,All,9.24,12528,40.59,3445553,4.09,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,VA,Virginia,6264,Mountaineer,BIT,Bituminous,9.24,12528,40.59,3445553,4.09,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),10566,Chambers Cogeneration LP,TOT,All,8.8,12741,33.145,314055,1.93,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),10379,CPI USA NC Roxboro,TOT,All,5.97,13793,25.700000000000003,22251,0.7,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),10379,CPI USA NC Roxboro,BIT,Bituminous,5.97,13793,18.255000000000003,22251,0.7,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,56609,Dry Fork Station,TOT,All,5.22,8034,10.81,1668520,0.35,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYE,Kentucky (East),10378,CPI USA NC Southport,TOT,All,6.28,13553,21.945,32789,0.7,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,6772,Hugo,SUB,Subbituminous,4.72,8521,33.08,474663,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,56068,Elm Road Generating Station,TOT,All,5.15,9457,39.43,3645385,0.55,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,VA,Virginia,10043,Logan Generating Plant,BIT,Bituminous,6.38,13296,47.239999999999995,248246,1.46,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,8827,IMT Transfer,BIT,Bituminous,8.25,11592,55.05,1428202,2.96,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,8224,North Valmy,TOT,All,10.18,10583,58.45,1092719,0.43,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,1091,George Neal North,TOT,All,4.64,8790,29.76,1140540,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,1073,Prairie Creek,TOT,All,5.35,8889,34.36,298003,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVN,West Virginia (Northern),8848,Ceredo,BIT,Bituminous,8.64,12577,53.94,560773,2.71,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,55479,Wygen 1,TOT,All,5.51,8101,59.309999999999995,525041,0.44,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,MD,Maryland,10678,AES Warrior Run Cogeneration Facility,TOT,All,22.28,11054,64.67999999999999,574827,1.76,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,VA,Virginia,2712,Roxboro,TOT,All,9.64,12624,70.05,3043768,1.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),2712,Roxboro,TOT,All,9.64,12624,70.05,3043768,1.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WVS,West Virginia (Southern),2712,Roxboro,TOT,All,9.64,12624,70.05,3043768,1.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,PAB,Pennsylvania (Bituminous),50974,Scrubgrass Generating Plant,BIT,Bituminous,37.96,8082,71.2225,7283,2.59,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,8102,"Gavin Power, LLC",BIT,Bituminous,9.08,12463,72.395,7211276,3.97,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,856,E D Edwards,TOT,All,4.68,8882,73.5675,1900477,0.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,136,Seminole (FL),TOT,All,8.77,12127,74.74,3064824,2.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,KYW,Kentucky (West),136,Seminole (FL),TOT,All,8.77,12127,74.74,3064824,2.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,136,Seminole (FL),BIT,Bituminous,8.77,12127,74.74,3064824,2.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,889,Baldwin Energy Complex,SUB,Subbituminous,4.62,8617,72.9275,3754897,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,887,Joppa Steam,SUB,Subbituminous,4.63,8639,71.115,2902051,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,883,Waukegan,SUB,Subbituminous,4.54,8639,69.3025,685605,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,628,Crystal River,TOT,All,7.24,12274,67.49,23131,1.96,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,564,Stanton Energy Center,TOT,All,8.2,11881,61.97,2058592,2.84,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,NM,New Mexico,113,Cholla,TOT,All,15.24,9185,42.16,1768760,1.09,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,WY,Wyoming,108,Holcomb,SUB,Subbituminous,4.82,8621,23.54,1043411,0.26,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IN,Indiana,56,Charles R Lowman,TOT,All,6.41,11465,63.32,389892,1.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,LA,Louisiana,51,Dolet Hills,LIG,Lignite,15.75,6824,92.55,1200412,0.6,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,983,Clifty Creek,BIT,Bituminous,8.51,11550,51.28,2966878,2.94,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,IL,Illinois,976,Marion,BIT,Bituminous,11.4,11291,38.79,843806,2.77,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2019,AL,Alabama,8,Gorgas,TOT,All,5.42,10718,86.71,178106,1.49,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,KYE,Kentucky (East),2727,Marshall (NC),BIT,Bituminous,10.02,12535,77.17,3132864,1.7,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,56609,Dry Fork Station,SUB,Subbituminous,4.95,8046,11.7,1969647,0.31,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,MT,Montana,6177,Coronado,SUB,Subbituminous,5.28,8977,48.24,2147053,0.27,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,56456,Plum Point Energy Station,SUB,Subbituminous,5.38,8791,39.375,2761972,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6002,James H Miller Jr,TOT,All,5.24,8861,30.51,9238746,0.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,4271,John P Madgett,SUB,Subbituminous,4.62,8894,43.0,1142489,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,56068,Elm Road Generating Station,SUB,Subbituminous,4.79,8786,36.45,4014315,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVS,West Virginia (Southern),54081,Spruance Genco LLC,TOT,All,8.15,12918,51.52,287899,0.83,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVS,West Virginia (Southern),6166,Rockport,BIT,Bituminous,11.43,12076,66.59,469286,0.9,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,8835,Cora Transfer,SUB,Subbituminous,4.52,8749,33.94,84350,0.18,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,8834,GRT Terminal,SUB,Subbituminous,4.94,8868,32.58,472222,0.24,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVN,West Virginia (Northern),8827,IMT Transfer,TOT,All,8.17,11639,54.58,2496192,2.93,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,IN,Indiana,50835,TES Filer City Station,BIT,Bituminous,6.32,11000,60.64,240682,1.02,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVN,West Virginia (Northern),50835,TES Filer City Station,BIT,Bituminous,6.32,11000,66.7,240682,1.02,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,VA,Virginia,6052,Wansley,TOT,All,8.35,11749,72.76,1119661,2.58,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,PAB,Pennsylvania (Bituminous),3797,Chesterfield,TOT,All,8.93,12770,78.19,752780,1.79,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6016,Duck Creek,SUB,Subbituminous,4.67,9011,70.925,1542972,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,KYE,Kentucky (East),7213,Clover,TOT,All,11.75,12298,63.66,1069748,0.88,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,VA,Virginia,10377,James River Genco LLC,TOT,All,7.54,12925,49.775,189573,0.85,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6139,Welsh,SUB,Subbituminous,4.66,8564,35.89,3293777,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,IN,Indiana,6137,A B Brown,BIT,Bituminous,8.6,11442,51.32,942905,3.51,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,4078,Weston,TOT,All,4.81,8865,43.12,2508311,0.25,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6768,Sikeston Power Station,TOT,All,4.78,9001,32.3,950571,0.51,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVN,West Virginia (Northern),8845,Keystone Fuels LLC,TOT,All,10.9,12401,44.025,4967989,2.85,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,IL,Illinois,8816,Davant Transfer,BIT,Bituminous,8.27,11220,55.75,280077,2.97,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,4078,Weston,SUB,Subbituminous,4.81,8865,43.12,2508311,0.25,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,4072,Pulliam,SUB,Subbituminous,4.5,8755,49.24,51872,0.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6664,Louisa,TOT,All,4.77,8836,32.8,1579721,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6077,Gerald Gentleman,TOT,All,4.98,8493,17.11,4338645,0.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6254,Ottumwa,SUB,Subbituminous,5.01,8509,30.14,2245519,0.3,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,PAB,Pennsylvania (Bituminous),6250,Mayo,TOT,All,8.7,12754,81.28,215454,2.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,8223,Springerville,TOT,All,10.42,9037,35.81,5330150,0.62,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVN,West Virginia (Northern),8102,"Gavin Power, LLC",TOT,All,9.04,12487,39.144999999999996,5858991,3.97,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVN,West Virginia (Northern),6041,H L Spurlock,TOT,All,12.07,11665,42.48,3514168,3.48,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,IL,Illinois,8851,Associated Terminals,BIT,Bituminous,8.39,11481,49.1,146362,2.97,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,KYW,Kentucky (West),3407,Kingston,TOT,All,6.99,10196,49.05,1691214,1.58,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,KYE,Kentucky (East),8848,Ceredo,TOT,All,8.54,12550,49.55,803093,2.74,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,PAB,Pennsylvania (Bituminous),8848,Ceredo,TOT,All,8.54,12550,49.55,803093,2.74,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVN,West Virginia (Northern),8848,Ceredo,BIT,Bituminous,8.54,12550,49.55,803093,2.74,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,TX,Texas,6648,Sandow No 4,TOT,All,20.8,6180,65.41499999999999,206680,1.3,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVS,West Virginia (Southern),6250,Mayo,BIT,Bituminous,8.7,12754,81.28,215454,2.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,KYE,Kentucky (East),6249,Winyah,BIT,Bituminous,11.45,11925,90.01,232402,1.85,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,IL,Illinois,6639,R D Green,BIT,Bituminous,8.6,11321,42.55,1276507,3.03,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,IL,Illinois,6071,Trimble County,TOT,All,7.81,11210,43.64,3476160,2.53,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,KYE,Kentucky (East),3935,John E Amos,TOT,All,10.72,12357,50.79,4791078,2.39,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,VA,Virginia,7210,Cope,BIT,Bituminous,10.19,12510,85.38,557144,0.88,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WVN,West Virginia (Northern),3935,John E Amos,BIT,Bituminous,10.72,12357,50.79,4791078,2.39,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,WY,Wyoming,6096,Nebraska City,TOT,All,5.42,8440,24.16,5183986,0.32,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2018,OH,Ohio,6094,FirstEnergy Bruce Mansfield,TOT,All,9.56,12597,34.25,464485,4.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
